folio,caja,usuario,dia,fecha,dia_semana,cantidad,producto,importe,valor,utilidad
2137,Caja 1,lizeth,12,2024-03-04,Monday,5.0,Huevo Crio Individual 1pza,15.0,10.0,5.0
2137,Caja 1,lizeth,12,2024-03-04,Monday,0.16,Queso De Hebra,20.0,17.0,3.0
2137,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Halls De Miel,8.0,6.63,1.37
2138,Caja 1,lizeth,12,2024-03-04,Monday,1.0,HUEVO CRIO 1/2 CONO,33.0,30.0,3.0
2138,Caja 1,lizeth,12,2024-03-04,Monday,0.31,Salchijocho Pavo Any Agranel,15.0,10.36,4.64
2138,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Alpura Chocolate 200ml Chocopower,11.0,8.04,2.96
2139,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Fanta Jumbo Naranja 3lts,38.0,31.17,6.83
2139,Caja 1,lizeth,12,2024-03-04,Monday,3.0,Cigarro Marlboro Individual 1Pza,18.0,11.13,6.87
2139,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Cheetos Torcido Naranja 52g,14.0,11.13,2.87
2139,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Churrumais Flamas 60gr,13.0,11.13,1.87
2139,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Doritos Flamin Hot 62gm,17.0,13.69,3.31
2139,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Big Mix Inglesa Limon 75g,16.0,12.6,3.4
2140,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Epura 600 ml,11.0,6.8,4.2
2140,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Cheetos Poff Azules 41gr,14.0,11.13,2.87
2141,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Salsa Valentina 370g,19.0,13.9,5.1
2142,Caja 1,lizeth,12,2024-03-04,Monday,2.0,Gelatina Lala General 125gr 020556,14.0,6.26,7.74
2143,Caja 1,lizeth,12,2024-03-04,Monday,9.0,Envios De Recargas,9.0,0.09,8.91
2143,Caja 1,lizeth,12,2024-03-04,Monday,495.0,RECARGAS XTREME (MULTICEL-MINISUPER),493.76,470.25,23.51
2144,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Valle Frut Citrus 3lt,36.0,29.11,6.89
2145,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Epura 1 lt,14.0,8.33,5.67
2145,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Rebanadas Bimbo,8.0,6.56,1.44
2145,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Ruffles Sal Original 52gr,17.0,13.69,3.31
2145,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Yoplait Piña Coco Natural 470g 9776,24.0,19.5,4.5
2145,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Gatorade Mora 1 L,33.0,26.92,6.08
2146,Caja 1,lizeth,12,2024-03-04,Monday,3.0,Huevo Crio Individual 1pza,9.0,6.0,3.0
2146,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Pan Molido Bimbo Clasico 210g,28.0,23.24,4.76
2146,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Halls Cereza,8.0,5.91,2.09
2147,Caja 1,admin,12,2024-03-04,Monday,1.0,Valle Frut Citrus 600ML 330683,16.0,14.92,1.08
2147,Caja 1,admin,12,2024-03-04,Monday,1.0,Cheetos Torcido Naranja 52g,14.0,11.13,2.87
2147,Caja 1,admin,12,2024-03-04,Monday,1.0,Doritos 3D Nacho 50gr,17.0,13.69,3.31
2147,Caja 1,admin,12,2024-03-04,Monday,1.0,Sabritas Sal Original 45g,17.0,13.69,3.31
2147,Caja 1,admin,12,2024-03-04,Monday,1.0,Cartulina Amarilla,6.0,3.0,3.0
2148,Caja 1,admin,12,2024-03-04,Monday,1.0,Bolsa Individual Polipapel Gde 1pza,2.0,0.64,1.36
2149,Caja 1,admin,12,2024-03-04,Monday,2.0,Cigarro Marlboro Individual 1Pza,12.0,7.42,4.58
2150,Caja 1,admin,12,2024-03-04,Monday,1.0,NORTOMATE CAJA 2PZ,5.0,3.26,1.74
2151,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Atun Herdez En Agua 90g,20.0,15.7,4.3
2151,Caja 1,lizeth,12,2024-03-04,Monday,0.16,Queso De Hebra,20.0,17.0,3.0
2152,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Valle Frut Citrus 2 Litros 330461,30.0,20.51,9.49
2152,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Queso Crema La Escondida 250g,17.0,14.0,3.0
2152,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Mantecadas Chispas de Chocolate 190g,29.0,23.78,5.22
2152,Caja 1,lizeth,12,2024-03-04,Monday,1.0,Panque Pasas 280g,40.0,31.98,8.02
2153,Caja 1,lizeth,12,2024-03-04,Monday,0.16,Queso De Hebra,20.0,17.0,3.0
2153,Caja 1,lizeth,12,2024-03-04,Monday,0.46,Queso Fresco,50.0,40.74,9.26
2154,Caja 1,lizeth,12,2024-03-04,Monday,1.0,COCA COLA 2.5LT RET PAQ 8PZ,245.0,234.0,11.0
2154,Caja 1,lizeth,12,2024-03-04,Monday,1.0,COCA RETORNABLE 3LTS PAQ 6PZA,197.0,186.23,10.77
2155,Caja 1,lizeth,12,2024-03-04,Monday,4.0,Bombon Individual,4.0,3.36,0.64
2156,Caja 1,lizeth,12,2024-03-04,Monday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2157,Caja Icsi,JENNY,12,2024-03-04,Monday,10.0,Envios De Recargas,10.0,0.1,9.9
2157,Caja Icsi,JENNY,12,2024-03-04,Monday,690.0,ICSI Recargas Xtreme,690.0,655.5,34.5
2158,Caja 1,SUSANA,12,2024-03-04,Monday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2159,Caja 1,SUSANA,12,2024-03-04,Monday,2.0,Clavel Abre Facil 360ml,40.0,33.32,6.68
2160,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Marias Gamesa 1pz,16.0,12.2,3.8
2161,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Ace Accion Instantanea 900 gr,39.0,34.69,4.31
2161,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Bolsa Basura Grande 1pza,9.0,4.08,4.92
2162,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Bolsa Basura Mediana 1pza,5.0,2.3,2.7
2163,Caja Icsi,JENNY,13,2024-03-05,Tuesday,4.0,Pintura Baco Negro 20ml,32.0,20.92,11.08
2164,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,BOLSA BASURA GRANDE 1KG 90x120,49.0,32.0,17.0
2165,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Galletas Animalitos 200g,24.0,13.9,10.1
2166,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Queso Crema La Escondida 250g,17.0,14.0,3.0
2167,Caja 1,lizeth,13,2024-03-05,Tuesday,0.28,Queso Fresco,30.0,24.45,5.55
2168,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Rocko 44g,9.0,6.72,2.28
2168,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Yoghurt Yoplait Fresa 220g 9140,14.0,9.94,4.06
2169,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Canelitas Marinela 120g,21.0,16.8,4.2
2170,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servilleta Tender 125hjs,13.0,10.21,2.79
2171,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Cucharas Chicas C/50pzas,13.0,9.6,3.4
2171,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Tenedor Chico 50pzas,14.0,9.0,5.0
2171,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Pan bimbo Blanco Grande 640g,96.0,78.02,17.98
2171,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,QUESO CASTEL PAQ 10PZA,13.0,9.65,3.35
2171,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Suavel Servitoallas de Papel,14.0,11.0,3.0
2172,Caja 1,lizeth,13,2024-03-05,Tuesday,10.0,Huevo Crio Individual 1pza,25.0,20.0,5.0
2173,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Ensueño Max F Primavera Zero Enjuague 850ml,24.0,21.82,2.18
2174,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,Coca Cola 600ml,38.0,30.4,7.6
2175,Caja 1,lizeth,13,2024-03-05,Tuesday,3.0,Coca Retornable 2.5 Lts,105.0,87.75,17.25
2176,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,NORSUIZA CAJITA 2PZA,5.0,3.48,1.52
2177,Caja 1,lizeth,13,2024-03-05,Tuesday,0.16,Queso De Hebra,20.0,17.0,3.0
2178,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Whiskas 1kg,53.0,43.79,9.21
2179,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,Copias Tamaño Carta (hojas Blancas Individual),3.0,0.46,2.54
2179,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Folder Carta Beige,6.0,1.89,4.11
2179,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,COPIA CREDENCIAL,4.0,0.44,3.56
2180,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,Copias Tamaño Carta (hojas Blancas Individual),3.0,0.46,2.54
2181,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Espagueti 200 gr,9.0,6.65,2.35
2182,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Epura Garrafon 20 Lts,42.0,39.0,3.0
2183,Caja 1,lizeth,13,2024-03-05,Tuesday,3.0,coca cola 1.350 ml,84.0,69.0,15.0
2184,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola Vidrio 1 1/4,24.0,19.87,4.13
2184,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Sponch 120gr,22.0,17.64,4.36
2185,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Servicio Domicilio,10.0,0.0,10.0
2185,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,COCA RETORNABLE 3LTS PAQ 6PZA,394.0,372.46,21.54
2186,Caja 1,lizeth,13,2024-03-05,Tuesday,0.37,Queso Fresco,40.0,32.6,7.4
2187,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servicio Domicilio,5.0,0.0,5.0
2187,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,COCA RETORNABLE 3LTS PAQ 6PZA,197.0,186.23,10.77
2188,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Servicio Domicilio,10.0,0.0,10.0
2188,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,COCA RETORNABLE 3LTS PAQ 6PZA,394.0,372.46,21.54
2189,Caja 1,lizeth,13,2024-03-05,Tuesday,10.0,NORSUIZA CAJITA 2PZA,50.0,34.8,15.2
2190,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Pepsi Jumbo 3Lt,37.0,27.67,9.33
2191,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola 600ml,19.0,15.2,3.8
2192,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Tostada Onduladas Milpa Real 324g,37.0,30.34,6.66
2193,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Diurex Janel,5.0,2.69,2.31
2194,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Mediacrema Lala 250g,14.0,12.12,1.88
2195,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Vaso Individual del #8 1pza,2.0,0.8,1.2
2195,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Sidral Mundet Pera 2L,30.0,23.21,6.79
2196,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Coca Retornable 2.5 Lts,35.0,29.25,5.75
2196,Caja Icsi,JENNY,13,2024-03-05,Tuesday,3.0,Vaso Individual del #8 1pza,3.0,1.2,1.8
2197,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2198,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servicio Domicilio,5.0,0.0,5.0
2198,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,COCA RETORNABLE 3LTS PAQ 6PZA,197.0,186.23,10.77
2199,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Gel  Super Fix 250 ml,22.0,12.01,9.99
2200,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servicio Domicilio,5.0,0.0,5.0
2200,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,COCA RETORNABLE 3LTS PAQ 6PZA,197.0,186.23,10.77
2201,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2201,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Pan bimbo Blanco Grande 640g,48.0,39.01,8.99
2201,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,QUESO CASTEL PAQ 10PZA,13.0,9.65,3.35
2202,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Chile En Rajas La Costeña 105 Gr,9.0,8.0,1.0
2203,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola 600ml,19.0,15.2,3.8
2204,Caja 1,lizeth,13,2024-03-05,Tuesday,8.0,Huevo Crio Individual 1pza,20.0,16.0,4.0
2205,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Gansito Tradicional 1p 50g,34.0,26.56,7.44
2205,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola 400ml,14.0,11.12,2.88
2206,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Fideo #2 La Moderna,9.0,6.55,2.45
2206,Caja 1,lizeth,13,2024-03-05,Tuesday,5.0,Huevo Crio Individual 1pza,12.5,10.0,2.5
2206,Caja 1,lizeth,13,2024-03-05,Tuesday,0.12,Queso De Hebra,15.0,12.75,2.25
2207,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Sopa Nissin camaron C/Habanero,30.0,18.92,11.08
2208,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Yakult 80ml,10.0,7.0,3.0
2209,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Agua Ciel 1.5 Lts 4721,16.0,12.04,3.96
2210,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Queso Crema La Escondida 250g,17.0,14.0,3.0
2211,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Cigarro Marlboro Individual 1Pza,6.0,3.71,2.29
2212,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Epura 1.5 lt,17.0,10.32,6.68
2213,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Salsa Valentina 370g,19.0,13.9,5.1
2214,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,Hielo Individual,10.0,5.0,5.0
2215,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Senzao Guarana 2lts,31.0,23.21,7.79
2216,Caja 1,admin,13,2024-03-05,Tuesday,1.0,Jarrito 3lts Sabores Surtidos,35.0,26.48,8.52
2217,Caja Icsi,JENNY,13,2024-03-05,Tuesday,4.0,Vaso Individual del #8 1pza,4.0,1.6,2.4
2218,Caja 1,admin,13,2024-03-05,Tuesday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2218,Caja 1,admin,13,2024-03-05,Tuesday,0.61,Salchijocho Pavo Any Agranel,30.0,20.72,9.28
2219,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Agua Ciel  Mineralizada 600ml 308248,18.0,12.04,5.96
2220,Caja 1,admin,13,2024-03-05,Tuesday,2.0,Pasitas Sobre 1pz,12.0,2.1,9.9
2221,Caja 1,admin,13,2024-03-05,Tuesday,3.0,Vaso Individual del #8 1pza,3.0,1.2,1.8
2221,Caja 1,admin,13,2024-03-05,Tuesday,1.0,Mantecadas Vainilla C/6pzas 187.5gr,29.0,23.78,5.22
2221,Caja 1,admin,13,2024-03-05,Tuesday,1.0,Valle Frut Citrus 3lt,36.0,29.11,6.89
2222,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Tostitos Salsa Verde 70g,16.0,12.84,3.16
2223,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,Epura 1 lt,28.0,16.66,11.34
2224,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Patrona 1 Litro,48.0,40.94,7.06
2224,Caja 1,lizeth,13,2024-03-05,Tuesday,0.28,Queso Fresco,30.0,24.45,5.55
2224,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2225,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Jamon Rebanado Suly 1kg,65.0,55.0,10.0
2225,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Queso De Hebra,123.0,106.24,16.76
2226,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Leche Nito Bebida Chocolate 236G,13.0,10.66,2.34
2226,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Tostitos Salsa Verde 70g,16.0,12.84,3.16
2227,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Coca Retornable 2.5 Lts,35.0,29.25,5.75
2228,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Vainilla 120  Ml,16.0,10.54,5.46
2229,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2229,Caja Icsi,JENNY,13,2024-03-05,Tuesday,2.0,Cigarro Marlboro Individual 1Pza,12.0,7.42,4.58
2230,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Chips Chipotle 46g,17.0,14.28,2.72
2230,Caja 1,lizeth,13,2024-03-05,Tuesday,1.04,Salchijocho Pavo Any Agranel,50.0,35.26,14.74
2231,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Cigarro Marlboro Individual 1Pza,6.0,3.71,2.29
2232,Caja 1,lizeth,13,2024-03-05,Tuesday,0.24,Queso De Hebra,30.0,25.5,4.5
2233,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola 250ml Plastico,11.0,8.48,2.52
2233,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Nectar Valle Durazno Minibrick 250ml,12.0,7.86,4.14
2234,Caja Icsi,JENNY,13,2024-03-05,Tuesday,1.0,Bubbaloo Paleta Xtreme Fresa 1Pz,5.0,3.47,1.53
2235,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2236,Caja 1,lizeth,13,2024-03-05,Tuesday,6.0,HUEVO CRIO CONO 30PZ,378.0,360.0,18.0
2237,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Submarino De Fresa 140g,22.0,16.41,5.59
2238,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,TrikiTrakes Tubo 245g,32.0,26.04,5.96
2238,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Doritos Nacho 61gr,17.0,13.69,3.31
2238,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Sabritas Sal Original 45g,17.0,13.69,3.31
2239,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2241,Caja Icsi,admin,13,2024-03-05,Tuesday,1050.0,MASTERXTREME MAYOREO RECARGA,999.6,976.5,23.1
2242,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Takis Fuego Mas Picante 65g,17.0,13.44,3.56
2243,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Cola 250ml Plastico,11.0,8.48,2.52
2244,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servicio Domicilio,5.0,0.0,5.0
2244,Caja 1,lizeth,13,2024-03-05,Tuesday,12.0,HUEVO CRIO CONO 30PZ,756.0,720.0,36.0
2245,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,chips fuego 62g,20.0,16.8,3.2
2246,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Pepsi 1.5Lt,23.0,18.48,4.52
2246,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Kiyakis 68g,11.0,8.4,2.6
2247,Caja 1,lizeth,13,2024-03-05,Tuesday,6.0,Vaso Individual del #8 1pza,6.0,2.4,3.6
2248,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Coca Retornable 2.5 Lts,35.0,29.25,5.75
2248,Caja 1,lizeth,13,2024-03-05,Tuesday,3.0,Vaso Individual del #8 1pza,3.0,1.2,1.8
2248,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Importe Botella,10.0,3.0,7.0
2249,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,COCA COLA 600ML PAQ 12PZA,191.0,182.35,8.65
2250,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Servicio Domicilio,5.0,0.0,5.0
2250,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,COCA JUMBO DESECH 3LT PAQ 8PZ,365.0,322.81,42.19
2251,Caja 1,lizeth,13,2024-03-05,Tuesday,0.12,Queso De Hebra,15.0,12.75,2.25
2252,Caja Icsi,admin,13,2024-03-05,Tuesday,1050.0,MASTERXTREME MAYOREO RECARGA,999.6,976.5,23.1
2253,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Leche Nito Bebida Chocolate 236G,13.0,10.66,2.34
2253,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Canelitas Marinela 120g,21.0,16.8,4.2
2254,Caja 1,lizeth,13,2024-03-05,Tuesday,8.0,Envios De Recargas,8.0,0.08,7.92
2254,Caja 1,lizeth,13,2024-03-05,Tuesday,495.0,RECARGAS XTREME (MULTICEL-MINISUPER),493.76,470.25,23.51
2255,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Nectar Valle Mango Minibrick 250ml,12.0,7.86,4.14
2256,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Jarrito 3lts Sabores Surtidos,35.0,26.48,8.52
2257,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Yoghurt Yoplait Fresa 220g 9140,14.0,9.94,4.06
2257,Caja 1,lizeth,13,2024-03-05,Tuesday,0.41,Salchijocho Pavo Any Agranel,20.0,13.82,6.18
2258,Caja 1,lizeth,13,2024-03-05,Tuesday,2.0,COCA RETORNABLE 3LTS PAQ 6PZA,394.0,372.46,21.54
2259,Caja 1,lizeth,13,2024-03-05,Tuesday,4.0,Vaso Individual del #8 1pza,4.0,1.6,2.4
2259,Caja 1,lizeth,13,2024-03-05,Tuesday,1.0,Sidral Mundet Manzana-Durazno 2L,30.0,23.21,6.79
2260,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Coca Cola Vidrio 1 1/4,24.0,19.87,4.13
2261,Caja 1,wendy,13,2024-03-05,Tuesday,0.22,Jamon Rebanado Suly 1kg,15.0,12.31,2.69
2262,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Tang De Naranja 25gm,6.0,4.63,1.37
2263,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Agua Ciel 1.5 Lts 4721,16.0,12.04,3.96
2264,Caja Icsi,admin,13,2024-03-05,Tuesday,1000.0,MASTER SERVICIOS XTREME,1000.0,980.0,20.0
2265,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,HUEVO CRIO 1/2 CONO,32.0,30.0,2.0
2265,Caja 1,wendy,13,2024-03-05,Tuesday,0.5,Salchijocho Pavo Any Agranel,24.5,16.93,7.57
2266,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Coca Jumbo 3lts 4745,50.0,41.01,8.99
2267,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Pepsi 1.5Lt,23.0,18.48,4.52
2268,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Bombon Individual,1.0,0.84,0.16
2269,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Coca Cola 600ml,19.0,15.2,3.8
2269,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Cheetos Bolita Hornedo 42g,14.0,11.13,2.87
2269,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Doritos 3D Nacho 50gr,17.0,13.69,3.31
2270,Caja 1,wendy,13,2024-03-05,Tuesday,3.0,Pedigree Sobre Cachorro Res 100gr,36.0,27.75,8.25
2271,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Pepsi 1.5Lt,23.0,18.48,4.52
2272,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Doritos Nacho 61gr,17.0,13.69,3.31
2273,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2274,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.0,1.0,28.0
2275,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Mediacrema Lala 250g,14.0,12.12,1.88
2275,Caja 1,wendy,13,2024-03-05,Tuesday,0.28,Queso Fresco,30.0,24.45,5.55
2276,Caja 1,wendy,13,2024-03-05,Tuesday,1.02,Chuleta Aumada Salmi,147.9,121.89,26.01
2277,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Bolsa Individual Polipapel Gde 1pza,2.0,0.64,1.36
2277,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Jamaica bolsa 100gr,21.0,13.2,7.8
2278,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Chivacola Botella Omnilife 600ml,18.0,11.67,6.33
2279,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,COCA COLA 2.5LT RET PAQ 8PZ,245.0,234.0,11.0
2279,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,PEPSI 1.5 LTS PAQ 12PZ,240.0,231.82,8.18
2279,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179.0,162.83,16.17
2280,Caja 1,wendy,13,2024-03-05,Tuesday,2.0,Pila Duracel Doble AA,46.0,36.54,9.46
2281,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Cloralex 950ml,16.0,12.45,3.55
2282,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Valle Frut Citrus 3lt,36.0,29.11,6.89
2283,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Coca Retornable 3LTS 3068,38.0,31.04,6.96
2284,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Sal La Fina  1k,16.0,14.44,1.56
2285,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Omniplus Sobre Omnilife,21.5,16.53,4.97
2285,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,One C Mix Plus,15.0,10.16,4.84
2285,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Powermaker Sobre Omnilife,29.0,20.08,8.92
2286,Caja 1,wendy,13,2024-03-05,Tuesday,2.0,Flanax 550 C/Uno,26.0,16.0,10.0
2287,Caja Icsi,admin,13,2024-03-05,Tuesday,249.0,ICSI Pago Servicio TMAC,249.0,244.02,4.98
2287,Caja Icsi,admin,13,2024-03-05,Tuesday,1.0,Icsi Comision Servicio TMAC 1-500,10.0,3.92,6.08
2288,Caja 1,wendy,13,2024-03-05,Tuesday,1.0,Leche Nito Bebida Chocolate 236G,13.0,10.66,2.34
2288,Caja 1,wendy,13,2024-03-05,Tuesday,2.0,Yomi Chocolate 190ml,22.0,13.0,9.0
